BuyItNow,startprice,carrier,color,productline,noDescription,charCountDescription,upperCaseDescription,sold
0,219.99,AT&T,,Galaxy_S9,contains description,0,0,1
0,100,None,,Galaxy_S7,contains description,0,0,0
0,199.99,AT&T,Midnight Black,Galaxy_Note8,no description,97,4,1
1,0.99,None,,Galaxy_S9,contains description,0,0,1
1,49.99,AT&T,Midnight Black,Galaxy_S7,no description,97,4,1
0,199.99,None,Black,Unknown,no description,98,5,0
0,36.95,None,,Galaxy_S7,no description,70,10,1
0,298,AT&T,Midnight Black,Galaxy_Note8,no description,99,7,0
0,319.99,,,Unknown,no description,99,1,1
0,209,None,,Galaxy_S8,no description,101,4,0
0,319.99,,,Unknown,no description,99,1,1
0,419.99,,,Unknown,no description,96,2,1
0,249,AT&T,White,Galaxy_S9,no description,26,2,0
0,249,,,Unknown,no description,101,4,0
0,179.99,AT&T,,Galaxy_S8,no description,99,1,1
0,159.99,,,Unknown,no description,96,2,1
0,279.99,AT&T,Space Gray,Galaxy_Note10,no description,48,9,0
0,229,,,Unknown,no description,97,2,1
0,129.95,AT&T,Midnight Black,Galaxy_S8,no description,100,80,0
0,244.95,None,White,Galaxy_S9,contains description,0,0,0
0,319,,,Unknown,no description,97,2,0
0,289,,,Unknown,no description,101,4,0
0,249.99,None,White,Galaxy_S8,no description,70,10,0
1,49.95,None,White,Galaxy_S8,no description,34,1,1
0,85,None,,Galaxy_S7,contains description,0,0,1
1,0.99,None,White,Galaxy_S9,no description,99,76,1
0,629,None,Gold,Galaxy_Note10,contains description,0,0,0
0,429,None,White,Galaxy_Note10,contains description,0,0,0
0,529,None,White,Galaxy_Note10,contains description,0,0,0
0,430,,,Galaxy_Note10,contains description,0,0,0
1,52.25,,,Unknown,contains description,0,0,0
0,90,AT&T,Midnight Black,Galaxy_S7,contains description,0,0,0
0,87,None,,Unknown,contains description,0,0,0
1,50,None,Midnight Black,Galaxy_S7,no description,100,12,1
0,249.99,Sprint/T-Mobile,Space Gray,Galaxy_Note10,contains description,0,0,1
0,219.99,None,Midnight Black,Galaxy_Note8,no description,100,4,0
0,329.99,None,,Galaxy_Note9,contains description,0,0,0
0,36.95,None,,Galaxy_S7,no description,70,10,0
0,250,None,Midnight Black,Galaxy_S9,no description,51,3,0
0,129.99,None,Midnight Black,Galaxy_S7,no description,101,3,0
1,119.99,None,Midnight Black,Galaxy_S8,contains description,0,0,1
0,219.95,None,Midnight Black,Galaxy_Note8,no description,97,8,0
0,279,,,Unknown,contains description,0,0,0
0,319,,White,Unknown,contains description,0,0,0
0,424.99,None,White,Galaxy_Note10,no description,99,5,1
0,89.5,AT&T,,Galaxy_S7,no description,96,2,0
0,239.95,None,Midnight Black,Galaxy_S9,no description,97,5,1
0,329.99,None,Space Gray,Galaxy_Note10,no description,93,1,0
0,89,None,Midnight Black,Galaxy_S7,no description,92,2,1
0,119.99,AT&T,Midnight Black,Galaxy_S7,no description,96,5,0
